"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.234460875E0,-5.438184645E-3,-2.902265489E-3,2.716031671E-3,6.736009593E-3
9.244492875E0,7.982454356E-4,-3.083090633E-3,1.139797747E-2,1.183454833E-2
9.254524875E0,-4.712832975E-3,7.254878003E-3,1.678677142E-2,1.888490784E-2
9.264556875E0,-9.515420711E-3,-3.019684888E-3,5.112220645E-3,1.121590514E-2
9.274588875E0,-6.479811296E-3,-6.624164432E-3,-8.506529331E-3,1.257889304E-2
9.284620875E0,-6.916022720E-3,9.060717467E-3,5.265417695E-3,1.255597845E-2
9.294652875E0,3.901353646E-3,2.259546854E-3,1.619152486E-2,1.680748612E-2
9.304684875E0,-1.115696255E-2,4.407558069E-3,1.521445513E-3,1.209211222E-2
9.314716875E0,9.047698276E-4,3.573069032E-3,9.453778267E-3,1.014688890E-2
9.324748875E0,9.612182993E-3,7.349237446E-3,1.259607196E-2,1.746614960E-2
9.334780875E0,-7.445954047E-3,9.094357230E-3,1.169852436E-2,1.658327583E-2
9.344812875E0,-1.894013649E-3,-2.287704851E-3,1.035191059E-2,1.076953732E-2
9.354844875E0,5.984648061E-3,5.020930991E-4,2.098039448E-2,2.182303972E-2
9.364876875E0,-2.960152924E-4,1.243304428E-2,1.820822954E-3,1.256915316E-2
9.374908875E0,8.915418726E-3,4.649303891E-3,-4.465518594E-3,1.100188957E-2
9.384940875E0,-1.678777641E-2,1.003820747E-2,1.664059103E-2,2.568081610E-2
9.394972875E0,-3.497320181E-3,4.566693697E-3,2.269304395E-3,6.183500805E-3
9.405004875E0,-8.287519128E-3,5.597356819E-3,-2.754038572E-4,1.000446020E-2
9.415036875E0,-3.966075014E-3,-9.224640504E-3,4.963701367E-3,1.120098543E-2
9.425068875E0,-5.489233579E-3,2.643325198E-3,1.379475117E-2,1.508025242E-2
9.435100875E0,-1.259229868E-2,4.143739007E-3,1.484198749E-2,1.990028019E-2
9.445132875E0,-1.146487784E-2,2.330754977E-3,1.184821308E-2,1.665100585E-2
9.455164875E0,-9.828831470E-3,-1.629399732E-3,1.274517596E-2,1.617715617E-2
9.465196875E0,1.265967870E-3,7.022378091E-3,1.219729185E-3,7.239075078E-3
9.475228875E0,-7.083307905E-4,1.092937795E-2,1.454144061E-2,1.820457442E-2
9.485260875E0,-5.412479737E-3,1.003806129E-2,7.655174732E-3,1.373533078E-2
9.495292875E0,-3.215612294E-3,5.803562533E-3,7.803109288E-3,1.024255901E-2
9.505324875E0,-8.011685866E-3,1.262377314E-2,4.209410548E-3,1.553273627E-2
9.515356875E0,-3.154586549E-3,9.597290866E-4,6.155363917E-3,6.982907788E-3
9.525388875E0,3.947272561E-3,2.395896614E-3,4.956684709E-3,6.774216158E-3
9.535420875E0,-1.062082769E-3,8.625520170E-3,1.109275281E-2,1.409172747E-2
9.545452875E0,2.850535903E-3,9.035391714E-3,5.705128312E-3,1.105949128E-2
9.555484875E0,1.542541170E-3,-8.730623871E-5,1.109392226E-2,1.120098954E-2
9.565516875E0,3.383253794E-4,6.755964328E-3,1.438531995E-2,1.589638160E-2
9.575548875E0,2.304090760E-3,6.013367940E-3,6.601506472E-3,9.222218600E-3
9.585580875E0,-1.519613690E-3,-5.130694192E-3,3.159835339E-3,6.214322813E-3
9.595612875E0,-1.921554948E-3,-2.131291833E-3,1.738084853E-2,1.761614810E-2
9.605644875E0,-2.557206675E-3,-9.482977800E-3,1.154298842E-2,1.515607982E-2
9.615676875E0,-6.494164383E-3,-2.725058310E-3,1.214115858E-2,1.403594833E-2
9.625708875E0,-2.871115361E-3,8.313388489E-3,1.348894179E-2,1.610302090E-2
9.635740875E0,-4.680088568E-3,9.222904611E-3,2.861042619E-3,1.073083237E-2
9.645772875E0,-2.814835911E-3,-1.237544920E-3,1.169267714E-2,1.209022404E-2
9.655804875E0,-1.158935044E-2,2.011990361E-3,2.172240615E-2,2.470271398E-2
9.665836875E0,-7.163835028E-3,-1.681768857E-3,1.364740133E-3,7.484076057E-3
9.675868875E0,-3.143129661E-3,7.317845207E-3,-3.575572371E-3,8.730111129E-3
9.685900875E0,-9.437725833E-3,1.812198311E-3,8.997695446E-3,1.316484922E-2
9.695932875E0,1.142820027E-3,1.401723772E-3,2.114353180E-3,2.782329333E-3
9.705964875E0,-8.559953696E-3,2.554959152E-3,2.382038713E-2,2.544035114E-2
9.715996875E0,-1.044742577E-2,-5.774143729E-3,1.199439347E-2,1.692202458E-2
9.726029875E0,6.995782396E-4,4.316542502E-3,1.049692154E-2,1.137133724E-2
9.736061875E0,-1.527854609E-3,-4.302783273E-3,1.468703628E-2,1.538041996E-2
9.746093875E0,2.639643280E-3,7.885390576E-3,1.528462172E-2,1.740019431E-2
9.756125875E0,6.082652877E-3,-2.130908109E-3,1.004551649E-2,1.193531889E-2
9.766157875E0,1.548493453E-3,-4.220702983E-3,1.992438734E-2,2.042531215E-2
9.776189875E0,-1.324791773E-3,-4.172682725E-3,1.378656507E-2,1.446498291E-2
9.786221875E0,3.002399057E-3,-1.965578087E-3,5.703958869E-3,6.738920098E-3
9.796253875E0,1.594188530E-4,-2.397358418E-3,-1.182307005E-3,2.677796035E-3
9.806285875E0,-1.934041951E-2,4.874567874E-3,8.848006725E-3,2.181972644E-2
9.816317875E0,-4.972737143E-3,4.223078415E-3,1.663240492E-2,1.786615234E-2
9.826349875E0,-6.917342911E-3,1.319471721E-2,-6.419658065E-3,1.622227496E-2
9.836381875E0,5.103413276E-3,4.876998123E-3,-3.725845814E-3,7.981971234E-3
9.846413875E0,1.593000814E-4,4.320270102E-3,5.254892707E-3,6.804704816E-3
9.856445875E0,-4.082918828E-3,-8.369594850E-3,5.702789426E-3,1.091980546E-2
9.866477875E0,-1.014928630E-2,-1.026003622E-4,1.872512341E-2,2.129903251E-2
9.876509875E0,6.970844935E-3,-7.788673975E-4,1.498173594E-2,1.654242199E-2
9.886541875E0,-4.468309726E-3,6.108403467E-3,2.109090686E-3,7.856630845E-3
9.896573875E0,-9.782569944E-3,4.212169703E-3,7.607227564E-4,1.067800297E-2
9.906605875E0,-1.195274576E-2,2.992860787E-3,2.007056773E-2,2.355107292E-2
9.916637875E0,2.593952771E-3,2.604751848E-3,-2.853441238E-4,3.687105157E-3
9.926669875E0,-4.201457421E-3,9.334166162E-4,1.662772715E-2,1.717570439E-2
9.936701875E0,-7.097967057E-3,8.600468505E-3,7.945781350E-3,1.369250292E-2
9.946733875E0,4.707237007E-3,-9.860963747E-4,9.592357278E-3,1.073050719E-2
9.956765875E0,-7.364476752E-4,6.454942357E-3,-3.130599260E-3,7.211746511E-3
9.966797875E0,-1.019809684E-2,1.223438513E-2,7.048818469E-3,1.741743955E-2
9.976829875E0,-4.853632101E-3,4.836652335E-3,9.145045280E-3,1.142728330E-2
9.986861875E0,-3.749897056E-3,3.859326784E-3,9.296488166E-3,1.074154660E-2
9.996893875E0,-6.306688031E-3,8.580460064E-3,9.447346330E-3,1.423555273E-2
1.000692587E1,1.760217478E-3,1.125493996E-2,1.423738539E-2,1.823390199E-2
1.001695787E1,1.285254546E-3,1.575936081E-2,1.558399916E-2,2.220068382E-2
1.002698987E1,-3.331793728E-3,7.520506047E-3,5.705128312E-3,1.001036212E-2
1.003702187E1,-2.633307273E-3,-8.449226618E-5,1.034547865E-2,1.067569083E-2
1.004705387E1,8.382239453E-3,1.048849789E-2,1.333983779E-2,1.892674823E-2
1.005708587E1,2.255526893E-3,8.650498744E-3,1.034664810E-2,1.367375797E-2
1.006711787E1,-1.343540322E-2,-2.776678260E-3,1.678150892E-4,1.372035582E-2
1.007714987E1,1.676419568E-3,5.857978184E-3,2.413730621E-3,6.553807022E-3
1.008718187E1,7.541958019E-3,3.113879878E-3,6.007429361E-3,1.013245213E-2
1.009721387E1,1.233643731E-3,5.951387454E-3,9.450269938E-3,1.123603539E-2
1.010724587E1,-1.187595537E-2,6.964984015E-3,-7.762763500E-3,1.580537300E-2
1.011727787E1,4.286324275E-3,4.456163049E-3,7.355212569E-3,9.608804132E-3
1.012730987E1,4.975025780E-3,7.317242213E-4,3.762098551E-3,6.280102495E-3
1.013734188E1,-2.961984747E-3,-4.168863762E-3,1.558633804E-2,1.640386273E-2
1.014737387E1,-1.118750055E-2,-2.818357944E-3,1.633478165E-2,1.999820996E-2
1.015740587E1,-1.612769428E-2,2.922968287E-3,1.274166763E-2,2.076045184E-2
1.016743788E1,-3.773555439E-3,-6.759015843E-5,8.250421286E-3,9.072692019E-3
1.017746987E1,6.423317143E-3,-6.118197553E-3,1.663415909E-2,1.885170000E-2
1.018750208E1,-9.141500406E-3,4.719671477E-3,1.034898698E-2,1.459259607E-2
1.019753408E1,3.594397665E-3,-5.373298824E-3,1.454085588E-2,1.591315571E-2
1.020756608E1,-5.618808791E-7,4.437853955E-4,-1.475252509E-3,1.540556964E-3
1.021759808E1,4.179996313E-3,4.415652808E-3,1.409120500E-2,1.534706543E-2
1.022763008E1,-2.116765156E-3,8.213364556E-3,1.738318741E-2,1.934205927E-2
1.023766208E1,-6.907064603E-3,2.357067447E-3,9.300581217E-3,1.182218759E-2
1.024769408E1,8.405966358E-3,1.409891602E-3,-8.661480546E-3,1.215192618E-2
1.025772608E1,-1.749167154E-3,1.569246501E-3,1.966418624E-3,3.064134872E-3
1.026775808E1,3.992145373E-3,1.588067226E-3,8.403033614E-3,9.437698666E-3
1.027779008E1,8.574343328E-3,-2.402986363E-3,-2.800816298E-4,8.909105044E-3
1.028782208E1,7.350347503E-3,9.584299084E-3,2.414315343E-3,1.231727713E-2
1.029785408E1,7.894979096E-3,5.477141719E-3,3.762098551E-3,1.031906788E-2
1.030788608E1,-5.912457788E-3,3.326152079E-3,6.008014083E-3,9.061825311E-3
1.031791808E1,-9.440329671E-3,3.543138597E-3,1.035074115E-2,1.445031134E-2
1.032795008E1,2.857050067E-3,4.453166351E-3,-1.274693012E-4,5.292416655E-3
1.033798208E1,-4.276557597E-3,1.809676699E-3,1.424206316E-2,1.497999459E-2
1.034801408E1,3.103405139E-3,-1.503236918E-2,2.022844255E-2,2.539277721E-2
1.035804608E1,-1.006776789E-2,6.358298846E-3,-3.721168041E-3,1.247537599E-2
1.036807808E1,8.815851607E-3,2.029331010E-3,6.457664967E-3,1.111480367E-2
1.037811008E1,-6.562878303E-3,-2.833834793E-3,1.349420428E-2,1.527074132E-2
1.038814308E1,-1.080876086E-2,2.657175791E-3,1.409354389E-2,1.795878264E-2
1.039817408E1,-3.699652115E-3,6.680809334E-3,6.310315132E-3,9.906599628E-3
1.040820708E1,7.590553863E-3,1.071145954E-2,-2.754038572E-4,1.313117362E-2
1.041823908E1,6.600227393E-4,1.514317391E-2,1.274809957E-2,1.980569082E-2
1.042827108E1,4.809887619E-3,8.447819632E-3,6.909654737E-3,1.192660907E-2
1.043830308E1,6.787658064E-3,7.097935081E-3,7.062267065E-3,1.209663592E-2
1.044833508E1,3.911846657E-3,7.594071329E-3,3.619426489E-3,9.277538021E-3
1.045836708E1,-5.056347759E-3,5.337776989E-3,1.379884422E-2,1.563542828E-2
1.046839908E1,4.317236859E-3,-6.955317836E-3,1.439759910E-2,1.656218102E-2
1.047843108E1,-8.769288585E-3,-3.427144457E-3,4.968379140E-3,1.064568141E-2
1.048846308E1,-8.052570694E-3,-5.515733343E-3,2.053600609E-2,2.273751867E-2
1.049849508E1,-1.286337194E-3,-6.156021729E-4,1.544717431E-2,1.551285994E-2
1.050852708E1,-9.087500456E-3,3.221450374E-3,-2.695566416E-4,9.645365096E-3
1.051855908E1,5.348831881E-5,5.966718122E-3,5.867096186E-3,8.368237796E-3
1.052859108E1,-6.924154004E-4,2.482508495E-4,7.214879394E-3,7.252279106E-3
1.053862308E1,-1.078366351E-2,-8.058833610E-3,2.127217054E-3,1.362927916E-2
1.054865508E1,1.396424733E-2,2.623572573E-3,1.065888941E-2,1.776218624E-2
1.055868708E1,1.768485806E-3,-5.372531377E-3,1.425200343E-2,1.533333745E-2
1.056871908E1,-8.986805007E-4,2.998342551E-3,6.465851068E-3,7.183656084E-3
1.057875108E1,-2.248377758E-3,-1.977126338E-3,4.765480757E-4,3.031720496E-3
1.058878308E1,4.147950830E-3,8.272202164E-3,1.675227284E-3,9.404318752E-3
1.059881508E1,4.270312954E-3,6.890249290E-3,-3.712981939E-3,8.916128245E-3
1.060884708E1,-3.920795638E-3,3.683818951E-3,3.473246098E-3,6.403639509E-3
1.061887908E1,-1.924725235E-3,4.738802835E-4,1.125589013E-2,1.142909412E-2
1.062891108E1,-2.114764312E-3,6.061424743E-3,1.230254173E-2,1.387680190E-2
1.063894308E1,-2.109369342E-3,-5.425192863E-3,1.170320213E-2,1.307084912E-2
1.064897508E1,-6.051502749E-3,-3.772550449E-4,8.859701157E-3,1.073579580E-2
1.065900708E1,5.638506599E-3,-1.434632633E-3,1.350005150E-2,1.470041897E-2
1.066903908E1,-2.731458270E-3,-8.816705849E-3,7.663360834E-3,1.199676063E-2
1.067907108E1,-2.007266907E-3,1.271698141E-2,1.080682397E-2,1.680887209E-2
1.068910308E1,-6.134231715E-4,4.865468144E-3,4.370793700E-3,6.569087138E-3
1.069913508E1,-4.949841639E-3,-7.642310858E-4,3.621180654E-3,6.180447454E-3
1.070916708E1,4.163436815E-3,-6.039333232E-3,1.080682397E-2,1.306120960E-2
1.071919908E1,2.269953070E-4,-9.163500555E-4,9.309352040E-3,9.357096756E-3
1.072923108E1,7.259336505E-3,-1.228328247E-2,8.261530995E-3,1.648726445E-2
1.073926308E1,-4.316697819E-3,-5.551839899E-3,5.117483139E-3,8.697438704E-3
1.074929508E1,-7.354043126E-3,-5.506706703E-3,9.158493876E-3,1.297242379E-2
1.075932708E1,-3.876681137E-3,-4.431641288E-4,1.140440941E-2,1.205344785E-2
1.076935908E1,4.306099741E-3,7.546361703E-3,8.110088110E-3,1.188543643E-2
1.077939108E1,-2.699138699E-3,5.875940099E-3,1.394853294E-2,1.537444610E-2
1.078942308E1,7.549257902E-3,-9.849342406E-3,1.065479636E-2,1.635620757E-2
1.079945508E1,2.482252680E-3,5.780995935E-3,1.574362814E-2,1.695415346E-2
1.080948708E1,-6.726189209E-3,-5.289939456E-3,6.911993623E-3,1.100003348E-2
1.081951908E1,-3.382582278E-3,3.393230606E-3,2.098331809E-2,2.152337136E-2
1.082955108E1,-4.941765172E-3,-3.171803858E-3,9.457286596E-3,1.113201026E-2
1.083958308E1,-4.495960660E-3,2.902302034E-3,2.422501445E-3,5.874141010E-3
1.084961508E1,-1.137275222E-2,8.078147694E-3,1.484783471E-2,2.037287802E-2
1.085964708E1,-6.861470025E-3,-1.035594882E-2,1.200433373E-2,1.727511144E-2
1.086967908E1,-8.864817470E-3,-5.541095641E-3,1.739488184E-2,2.029459643E-2
1.087971108E1,-8.186878497E-4,4.490369260E-3,2.023838282E-2,2.074670588E-2
1.088974308E1,-1.433052514E-2,-1.282014823E-2,7.514256835E-3,2.064422939E-2
1.089977508E1,-2.826635409E-3,4.075692035E-4,2.278133690E-2,2.295964485E-2
1.090980708E1,-5.957924458E-3,1.215097094E-2,1.574479759E-2,2.076154160E-2
1.091983908E1,-1.002347523E-2,6.117759012E-3,1.140207052E-2,1.636778064E-2
1.092987108E1,4.613754647E-3,4.420458488E-3,1.050218403E-2,1.229321173E-2
1.093990308E1,6.559561836E-3,-8.569094539E-4,1.723642230E-2,1.846229669E-2
1.094993508E1,3.418999468E-3,-1.178197509E-2,-1.274693012E-4,1.226868953E-2
1.095996708E1,1.055550333E-3,6.341415010E-3,1.169793963E-2,1.334801568E-2
1.096999908E1,-3.839386865E-3,1.343010418E-2,8.254514337E-3,1.622484505E-2
1.098003108E1,-8.934166362E-3,-3.617873322E-3,1.259548724E-2,1.586047397E-2
1.099006308E1,-1.703045413E-2,1.013454035E-2,6.009183526E-3,2.070882813E-2
1.100009508E1,1.180854337E-3,6.193316001E-3,6.209743023E-4,6.335391791E-3
1.101012808E1,-4.385813735E-3,-6.975198369E-3,1.558984637E-2,1.763326584E-2
1.102016008E1,-3.328742213E-3,5.043113865E-3,7.056419849E-3,9.290133652E-3
1.103019108E1,-8.383354079E-4,-5.975653399E-3,9.150892496E-3,1.096129889E-2
1.104022408E1,-5.869357414E-3,7.805283722E-3,1.665871739E-3,9.906913701E-3
1.105025608E1,3.865822675E-3,4.348062649E-3,1.932972550E-2,2.018634493E-2
1.106028808E1,-3.242673939E-3,1.584303081E-3,2.052781999E-2,2.084265684E-2
1.107032008E1,2.609288008E-3,1.037011005E-2,9.601128101E-3,1.437112477E-2
1.108035208E1,5.725310342E-3,7.971545644E-3,1.948058367E-2,2.181324961E-2
1.109038408E1,2.740544295E-3,-8.613021746E-3,1.379182756E-2,1.648967053E-2
1.110041608E1,-2.649716022E-3,-5.316745285E-3,1.513902605E-2,1.626280680E-2
1.111044808E1,-7.999735619E-3,-1.470063105E-3,1.678443253E-2,1.865138147E-2
1.112048008E1,-1.405903618E-3,1.869829930E-3,1.274225235E-2,1.295522381E-2
1.113051208E1,-7.058886643E-3,1.241828006E-2,3.313032389E-3,1.466348335E-2
1.114054408E1,-2.294525080E-3,6.933317687E-3,-3.421790600E-3,8.065010255E-3
1.115057608E1,7.575200354E-3,4.809645507E-3,2.566342950E-3,9.332870215E-3
1.116060808E1,-1.439187066E-3,-3.664029781E-3,-5.518017411E-3,6.778265987E-3
1.117064008E1,-2.587370086E-3,8.931494001E-3,-7.314282060E-3,1.183067163E-2
1.118067208E1,-6.023787861E-3,-2.425680868E-4,3.760929108E-3,7.105592672E-3
1.119070412E1,-7.229725840E-3,1.007760309E-2,4.060306549E-3,1.305040647E-2
1.120073612E1,8.076018943E-3,5.044155400E-3,1.363979995E-2,1.663459433E-2
1.121076812E1,2.107743085E-3,-5.810889825E-3,2.112599015E-2,2.201173508E-2
1.122080012E1,5.804393934E-3,1.612040810E-3,9.600543380E-3,1.133402390E-2
1.123083213E1,-1.040354425E-2,1.895448044E-3,-1.177044511E-3,1.064010761E-2
1.124086412E1,-6.587272156E-3,1.355528941E-2,6.908485293E-3,1.657905892E-2
1.125089612E1,-1.461972934E-3,-4.948681332E-3,1.798603535E-2,1.871160814E-2
1.126092813E1,-1.244311702E-2,-9.957863074E-3,8.705919385E-3,1.815993476E-2
1.127096012E1,1.062792658E-2,1.749030109E-3,8.107164502E-3,1.348102540E-2
1.128099212E1,-7.526006084E-4,5.849901717E-3,1.819068789E-3,6.172258018E-3
1.129102413E1,3.552411916E-3,6.736357883E-3,5.261909366E-3,9.256664524E-3
1.130105612E1,-2.345948601E-3,5.009876098E-3,2.382214129E-2,2.445601662E-2
1.131108812E1,2.411792818E-2,2.913832013E-3,9.152061939E-3,2.596006768E-2
1.132112012E1,5.865940447E-3,-2.418006398E-3,1.020163715E-2,1.201371769E-2
1.133115212E1,7.948330371E-4,7.025064155E-3,2.038047016E-2,2.157189954E-2
1.134118412E1,-6.455371762E-4,1.943504848E-3,5.411598086E-3,5.786131971E-3
1.135121612E1,2.382740378E-3,-3.621856738E-3,-8.511207104E-3,9.551750850E-3
1.136124812E1,-2.511168988E-3,-1.127854809E-2,1.768490374E-2,2.112504289E-2
1.137128012E1,2.586643752E-3,1.276410632E-3,2.157739520E-2,2.176933471E-2
1.138131212E1,-1.719611306E-3,7.856465131E-3,4.363192320E-3,9.149784403E-3
1.139134412E1,3.714197064E-3,3.871569391E-3,1.738552630E-2,1.819452759E-2
1.140137612E1,-7.997533777E-3,3.897772226E-3,1.379241228E-2,1.641291599E-2
1.141140812E1,-8.466768265E-4,-3.464639727E-3,1.019988298E-2,1.080547097E-2
1.142144012E1,-6.907238192E-3,3.581529222E-3,4.212918878E-3,8.847936284E-3
1.143147212E1,1.321996073E-3,5.911955293E-3,1.574011981E-2,1.686565329E-2
1.144150412E1,2.637633299E-3,1.412745774E-2,1.858420551E-2,2.349286841E-2
1.145153612E1,-2.903457773E-3,1.013264000E-2,9.226906300E-4,1.058072864E-2
1.146156812E1,6.552536041E-4,1.009795871E-2,1.072379351E-3,1.017585990E-2
1.147160012E1,2.149678585E-3,1.062084597E-2,3.227663040E-4,1.084101772E-2
1.148163212E1,-3.027953217E-3,2.568809744E-3,9.902844429E-3,1.066928357E-2
1.149166413E1,1.938164695E-3,3.705581557E-3,1.394327044E-2,1.455687493E-2
1.150169612E1,2.306635212E-4,5.446663108E-3,2.565758228E-3,6.025152277E-3
1.151172812E1,9.561202582E-4,-4.776151925E-3,5.408674479E-3,7.278705433E-3
1.152176013E1,-7.009258401E-4,-8.999047615E-3,1.394151628E-2,1.660843253E-2
1.153179212E1,-5.914065773E-3,1.628595740E-3,5.708636642E-3,8.379560272E-3
1.154182412E1,1.333169737E-3,1.518229544E-3,8.854438663E-3,9.082039778E-3
1.155185613E1,3.459176235E-4,-3.999860957E-5,4.963701367E-3,4.975900939E-3
1.156188812E1,3.727906044E-3,2.537728138E-3,2.119615674E-3,4.982982860E-3
1.157192012E1,-8.253226122E-3,9.937288184E-3,1.154883564E-2,1.732746497E-2
1.158195312E1,-1.129031105E-2,-1.043364370E-2,1.334510028E-2,2.035740028E-2
1.159198512E1,2.993134875E-4,1.040468171E-2,1.109976947E-2,1.521682859E-2
1.160201712E1,-7.946621887E-3,5.879740790E-3,-2.970385551E-3,1.032198341E-2
1.161204912E1,-4.305880470E-4,-1.325393854E-2,1.723700702E-2,2.174779768E-2
1.162208112E1,1.737079863E-4,5.785198621E-3,1.678794086E-2,1.775763655E-2
1.163211313E1,-3.882222287E-3,-7.219648529E-3,7.356966734E-3,1.101453287E-2
1.164214512E1,1.056669527E-2,2.279683203E-3,5.111051202E-3,1.195720907E-2
1.165217712E1,-8.333529406E-3,5.011136904E-3,1.424440205E-2,1.724709237E-2
1.166220913E1,-1.448679655E-3,5.032077245E-3,2.397358418E-2,2.453881033E-2
1.167224112E1,1.234420314E-3,-2.553186715E-3,1.065070331E-2,1.102179826E-2
1.168227312E1,-6.314115822E-3,2.141451370E-3,7.805448174E-3,1.026542224E-2
1.169230513E1,4.581499030E-3,-8.515738696E-4,1.517937183E-3,4.900963651E-3
1.170233712E1,-3.875091425E-3,-1.567053795E-3,1.154649675E-2,1.227980368E-2
1.171236912E1,3.038505614E-3,-4.730762914E-4,5.408674479E-3,6.221742293E-3
1.172240112E1,8.139461232E-3,2.794347815E-3,1.079805315E-2,1.380786590E-2
1.173243312E1,5.946983770E-3,4.812861476E-3,8.551552892E-3,1.147428902E-2
1.174246512E1,-2.745939265E-3,-2.668084502E-3,6.904976964E-3,7.895414127E-3
1.175249712E1,5.385376979E-3,-3.091715276E-5,-3.424714208E-3,6.382155473E-3
1.176252912E1,-1.914469767E-3,-7.074034587E-4,3.759174943E-3,4.277500485E-3
1.177256112E1,-3.556294832E-3,6.837459896E-3,4.207656384E-3,8.780800818E-3
1.178259312E1,4.925685329E-3,1.197418403E-3,-2.229543328E-3,5.537783875E-3
1.179262512E1,1.760240318E-4,1.439085653E-2,1.588279188E-2,2.143340416E-2
1.180265712E1,2.192628211E-3,-1.509568356E-3,1.603248060E-2,1.625197985E-2
1.181268912E1,-2.466296176E-3,-8.067896795E-3,2.606162488E-2,2.739309890E-2
1.182272112E1,-1.065700734E-3,7.165287696E-3,1.288960218E-2,1.478576715E-2
1.183275312E1,-8.097434370E-4,-8.662448991E-3,8.848006725E-3,1.240890527E-2
1.184278512E1,-6.627362128E-3,5.164187774E-4,9.298827052E-3,1.143052062E-2
1.185281712E1,-5.805380652E-3,1.337501245E-2,3.012485504E-3,1.488853490E-2
1.186284912E1,-1.458672912E-2,-4.044975881E-3,4.360853434E-3,1.575282638E-2
1.187288112E1,1.343795224E-3,-1.111519150E-4,3.204274178E-4,1.385934372E-3
1.188291312E1,2.741599535E-3,9.061265644E-3,1.499167621E-2,1.773057412E-2
1.189294513E1,-8.360773777E-3,2.364595737E-3,8.404787779E-3,1.208860243E-2
1.190297712E1,6.074708886E-5,-1.364294283E-2,9.901674986E-3,1.685754273E-2
1.191300912E1,1.417032057E-2,-6.762853079E-4,1.409412861E-2,1.999749505E-2
1.192304113E1,1.039987146E-2,2.826251686E-3,1.334451556E-2,1.715287500E-2
1.193307312E1,3.810671554E-3,4.143739007E-3,-2.673931718E-3,6.232311087E-3
1.194310512E1,3.427167297E-3,6.904976964E-3,4.510542154E-3,8.931358972E-3
1.195313713E1,1.154166366E-2,6.157848984E-6,1.367079020E-3,1.162234671E-2
1.196316912E1,4.821029305E-4,7.261510938E-3,5.410428643E-3,9.068335153E-3
1.197320112E1,1.559333643E-4,7.284570895E-3,7.954552174E-3,1.078722340E-2
1.198323312E1,-1.891661058E-3,-7.815351896E-4,1.483906388E-2,1.497955259E-2
1.199326512E1,7.951861541E-3,2.225779183E-4,5.258401036E-3,9.535849430E-3
1.200329712E1,-3.810374625E-4,8.106397055E-3,1.468937516E-2,1.678203222E-2
1.201332912E1,-8.123541274E-3,5.791721921E-3,4.063230157E-3,1.077245585E-2
1.202336112E1,7.543168576E-3,-8.554202411E-3,1.603774309E-2,1.967950646E-2
1.203339312E1,3.005560208E-4,1.822102033E-3,8.252760172E-3,8.456857584E-3
1.204342512E1,5.899214759E-3,-1.456121150E-3,1.109684587E-2,1.265152211E-2
1.205345712E1,-1.218512690E-2,-1.178944856E-4,1.453968644E-2,1.897086446E-2
1.206348912E1,-4.293610454E-3,5.285956040E-3,7.953967452E-3,1.047100856E-2
1.207352112E1,1.405478781E-3,-8.532366715E-4,1.603715837E-2,1.612122303E-2
1.208355312E1,-8.019995308E-3,9.513419867E-4,2.202470720E-2,2.345875324E-2
1.209358512E1,-1.585371568E-2,8.273280244E-3,8.253929615E-3,1.969555333E-2
1.210361712E1,-7.124772887E-3,-1.959986687E-3,1.968172789E-3,7.647067453E-3
1.211364912E1,3.230860736E-3,5.408893749E-3,4.362022877E-3,7.663017439E-3
1.212368112E1,1.602708106E-3,-1.538438983E-3,4.213503599E-3,4.763305613E-3
1.213371412E1,1.707161761E-2,3.199852221E-3,8.404787779E-3,1.929558602E-2
1.214374612E1,4.495764230E-3,3.013874218E-3,1.633653581E-2,1.720981511E-2
1.215377812E1,2.974876030E-3,-3.244985417E-3,1.034957170E-2,1.124693079E-2
1.216381012E1,-5.422652978E-4,6.979254875E-3,9.301165938E-3,1.164112272E-2
1.217384212E1,-1.806419617E-3,1.952659395E-3,4.060891271E-3,4.854571913E-3
1.218387412E1,4.311142964E-3,-9.294185825E-3,9.599373937E-3,1.403979429E-2
1.219390608E1,3.772322042E-4,5.776171982E-3,2.265211344E-3,6.215919026E-3
1.220393808E1,8.958048583E-3,1.336527318E-3,4.359683990E-3,1.005185476E-2
1.221397008E1,-2.546859845E-3,2.840321548E-3,1.964664459E-3,4.291133650E-3
1.222400208E1,-8.802115219E-4,-1.656132471E-3,-1.178798676E-3,2.215200533E-3
1.223403408E1,-4.376060762E-3,6.043261830E-3,-1.626695395E-3,7.636560695E-3
1.224406608E1,9.484261447E-3,-5.519113764E-3,1.005019426E-2,1.488012892E-2
1.225409808E1,1.287523539E-2,6.687935628E-3,3.314786553E-3,1.488247222E-2
1.226413008E1,3.956413404E-3,7.879689541E-3,7.656344175E-3,1.167742782E-2
1.227416208E1,-1.038797603E-2,-6.621423550E-4,5.411013365E-3,1.173147664E-2
1.228419408E1,-8.443909306E-3,5.971870981E-3,1.499050677E-2,1.821203285E-2
1.229422608E1,-3.401741046E-3,7.597744111E-3,1.199790180E-2,1.460298618E-2
1.230425808E1,-3.233281849E-4,-3.773573712E-3,1.588922381E-2,1.633437581E-2
1.231429008E1,1.456966256E-3,1.000443980E-2,7.806032896E-3,1.277285074E-2
1.232432208E1,-6.818346810E-3,9.679700062E-4,9.752570987E-3,1.193898907E-2
