"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.054740708E0,-5.209243312E-3,-4.271043856E-3,1.182716310E-2,1.361101828E-2
3.064772708E0,9.326185626E-3,-2.865702119E-3,2.170603395E-2,2.379793891E-2
3.074804708E0,4.500177051E-3,-1.121603770E-2,1.541852295E-2,1.959035337E-2
3.084836708E0,-3.416934670E-3,1.114344086E-2,6.436030269E-3,1.331443587E-2
3.094868708E0,-8.596713496E-3,6.202854272E-3,2.020797729E-2,2.281975527E-2
3.104900708E0,2.043661256E-3,-3.479860760E-3,1.002855957E-2,1.081008738E-2
3.114932708E0,6.601278065E-3,1.647727098E-3,4.791208506E-3,8.321511619E-3
3.124964708E0,-3.521357719E-3,8.175248019E-3,2.996113300E-3,9.392088973E-3
3.134996708E0,-4.559425791E-3,-7.296521142E-3,1.407424808E-2,1.649581896E-2
3.145028708E0,-1.668542272E-2,-8.440510612E-3,9.136274457E-3,2.081146467E-2
3.155060708E0,9.074065564E-3,2.138966303E-3,1.167922854E-2,1.494383559E-2
3.165092708E0,-5.383627382E-3,1.246377870E-2,9.284793735E-3,1.644799739E-2
3.175124708E0,-5.216725920E-3,-3.357050959E-3,1.781646609E-2,1.886558996E-2
3.185156958E0,9.499532729E-4,2.700755820E-3,2.320642948E-2,2.338236221E-2
3.195188958E0,-5.999453394E-3,-3.618987948E-3,-1.450109482E-4,7.007962826E-3
3.205220958E0,1.354772458E-3,-1.925689112E-3,7.490283251E-3,7.851625956E-3
3.215252958E0,-2.397774118E-3,3.021749686E-3,1.033436894E-2,1.103084192E-2
3.225284958E0,-4.949485324E-4,1.233194226E-2,4.496508837E-3,1.313546215E-2
3.235316958E0,5.869001099E-3,1.080017276E-2,1.003499150E-2,1.586789085E-2
3.245348958E0,-9.633351741E-3,3.313617110E-3,6.143669486E-3,1.189647842E-2
3.255380958E0,-4.480314790E-3,1.126007454E-2,7.640556693E-3,1.432622092E-2
3.265412958E0,-5.816170592E-3,3.023302853E-3,1.203941703E-3,6.664658740E-3
3.275444958E0,5.398131218E-3,-4.703262728E-3,5.394056439E-3,8.964170112E-3
3.285476958E0,1.419548644E-3,8.553599417E-3,1.168039799E-2,1.454685115E-2
3.295508958E0,-7.337675490E-3,-4.671212677E-3,1.796849370E-2,1.996317799E-2
3.305540958E0,-1.109026775E-2,-2.606451195E-3,8.389000297E-3,1.414789569E-2
3.315572958E0,-8.498704112E-3,3.703206126E-3,6.593905091E-3,1.137634790E-2
3.325604958E0,-8.806514335E-3,2.058932539E-3,1.018643439E-2,1.362194345E-2
3.335636958E0,4.335148525E-3,-1.271678042E-3,3.598376513E-3,5.775724310E-3
3.345668958E0,-1.116738704E-2,5.816353317E-3,4.647951722E-3,1.342177166E-2
3.355700958E0,-1.314801257E-3,5.995753203E-3,2.350814581E-2,2.429630997E-2
3.365732958E0,5.206465884E-3,1.039154375E-2,1.063608527E-2,1.575492870E-2
3.375764958E0,-2.501648990E-3,3.571150415E-3,7.342348695E-3,8.539405560E-3
3.385796958E0,-1.360121747E-3,-4.233767856E-3,1.108456671E-2,1.194329689E-2
3.395828958E0,5.692675570E-3,1.962270755E-3,6.742424369E-3,9.039764822E-3
3.405860958E0,7.328996030E-3,4.367358461E-3,1.602370977E-2,1.815343708E-2
3.415892958E0,6.920654811E-3,7.908560168E-3,-4.933880568E-3,1.160964962E-2
3.425924958E0,-3.806176507E-3,8.049642518E-3,1.353630424E-3,9.006444337E-3
3.435956958E0,-6.487074634E-4,-3.857572619E-3,-2.537106872E-3,4.662467068E-3
3.445988958E0,7.944187070E-3,-8.888462149E-3,1.506242752E-3,1.201597415E-2
3.456020958E0,6.734580877E-3,3.674664404E-3,2.261235237E-2,2.387836296E-2
3.466053958E0,5.169792878E-3,1.042947756E-2,1.886954963E-2,2.217116740E-2
3.476085958E0,-3.611066798E-4,6.000229977E-3,1.048756599E-2,1.208810152E-2
3.486117958E0,-7.236066414E-4,5.990728252E-3,1.408009529E-2,1.531866557E-2
3.496149958E0,8.412028276E-3,-7.198251374E-3,9.290056229E-3,1.445275708E-2
3.506181958E0,1.418561926E-3,-1.277561802E-3,1.707562387E-2,1.718200840E-2
3.516213958E0,1.161841750E-3,1.124719240E-2,-1.634881496E-3,1.142462475E-2
3.526245958E0,-1.042865073E-2,5.847727284E-3,2.706091404E-3,1.225869492E-2
3.536277958E0,-1.061678946E-2,2.443039790E-3,9.294149280E-3,1.432012125E-2
3.546309958E0,2.709608870E-3,4.778070543E-3,6.450648308E-3,8.472473189E-3
3.556341958E0,-3.844023524E-3,-2.136097513E-3,5.702789426E-3,7.201474618E-3
3.566373958E0,6.160548753E-3,7.181678172E-3,9.893488884E-3,1.368977665E-2
3.576405958E0,-1.082899771E-3,9.390445612E-3,2.456356823E-2,2.631961294E-2
3.586437958E0,-1.576917774E-2,-1.428255513E-3,-1.182891726E-3,1.587784976E-2
3.596469958E0,-2.037238455E-3,-2.698892020E-3,4.506449103E-3,5.634043147E-3
3.606501958E0,-5.719851418E-3,7.283291817E-3,-1.779307723E-3,9.430216111E-3
3.616533958E0,-1.778133712E-3,-4.880049638E-3,-4.922186136E-3,7.155736184E-3
3.626565958E0,-5.838595578E-3,9.226102307E-3,1.259080946E-2,1.666549264E-2
3.636597958E0,3.225529720E-3,3.925053142E-3,1.887832046E-2,1.954996336E-2
3.646629958E0,5.171711496E-3,1.414490802E-2,5.106373429E-3,1.590283221E-2
3.656661958E0,1.100898231E-3,4.878770560E-5,2.082427382E-2,2.085341069E-2
3.666693958E0,-1.496535460E-2,-2.100813221E-3,5.257231593E-3,1.600042933E-2
3.676725958E0,-6.334105991E-3,-9.984851629E-3,-2.824205160E-4,1.182784520E-2
3.686757958E0,-2.795316260E-3,-7.053806875E-3,-1.778138280E-3,7.793058460E-3
3.696789958E0,-7.642831625E-3,-2.498898972E-3,-4.919262528E-3,9.426373383E-3
3.706821958E0,4.538394087E-3,7.926686537E-3,9.002373219E-3,1.282466779E-2
3.716853958E0,-1.236314721E-2,-7.214733213E-4,1.603774309E-2,2.026270308E-2
3.726885958E0,-6.927127861E-3,2.373768557E-3,3.613579273E-3,8.165649560E-3
3.736917958E0,7.304506246E-3,2.427453306E-3,9.151477218E-3,1.195817195E-2
3.746949958E0,-9.545351146E-4,4.206011854E-3,1.349245012E-2,1.416502323E-2
3.756981958E0,-6.851333329E-3,8.063145932E-3,1.049867570E-2,1.490561244E-2
3.767013958E0,1.989693283E-3,-7.348122820E-4,8.252760172E-3,8.520967017E-3
3.777045958E0,-1.245857103E-2,9.149723053E-3,1.274400651E-2,2.003355001E-2
3.787077958E0,8.244126393E-3,4.320781734E-3,6.307391524E-3,1.124357428E-2
3.797109958E0,-2.438398562E-3,6.999957673E-3,1.513961077E-2,1.685683865E-2
3.807141958E0,2.803283092E-4,1.674478110E-2,6.310315132E-3,1.789654590E-2
3.817173958E0,1.420444912E-2,-2.083436027E-4,1.184938252E-2,1.849912560E-2
3.827205958E0,1.055157473E-3,5.786240157E-3,7.059343457E-3,9.188485321E-3
3.837237958E0,-7.069612630E-3,4.178475123E-3,3.469153047E-3,8.914824729E-3
3.847269958E0,-3.940845192E-3,7.716278136E-3,1.020631492E-2,1.338805712E-2
3.857301958E0,4.267160939E-3,4.408033155E-3,-2.666915059E-3,6.689682706E-3
3.867333958E0,-1.061411253E-2,-1.695180908E-3,1.529456198E-2,1.869375964E-2
3.877365958E0,-1.194128887E-2,6.298638973E-3,1.604475975E-2,2.096906169E-2
3.887397958E0,1.551612121E-2,5.184324123E-3,8.411804438E-3,1.839526265E-2
3.897429958E0,-3.614104609E-3,-2.543721534E-3,1.065888941E-2,1.153881254E-2
3.907461958E0,-8.954170235E-3,3.778543845E-3,3.623519540E-3,1.037229252E-2
3.917493958E0,-2.886496279E-3,2.417129315E-3,1.021040797E-2,1.088240809E-2
3.927525958E0,-9.811262414E-3,-6.641651262E-3,9.912199974E-3,1.544746290E-2
3.937557958E0,5.159619637E-3,6.378453467E-3,7.068114281E-3,1.082887727E-2
3.947589958E0,-3.649169630E-3,5.329134073E-3,1.485192776E-2,1.619555084E-2
3.957621958E0,-7.924073562E-4,-3.267168291E-3,5.422707796E-3,6.380286663E-3
3.967653958E0,-5.494692503E-3,1.344804782E-2,7.818312049E-3,1.649750403E-2
3.977685958E0,6.287191221E-3,1.213644426E-3,3.775547147E-3,7.433469076E-3
3.987717958E0,8.681009333E-3,2.094874643E-3,9.314614534E-3,1.290389347E-2
3.997749958E0,-1.752895210E-2,4.206030127E-3,1.874675810E-2,2.600761025E-2
4.007781958E0,-1.280376232E-2,3.386451490E-3,9.017575979E-3,1.602251727E-2
4.017813958E0,-1.674713369E-2,1.569392681E-3,1.335854888E-2,2.147976509E-2
4.027845958E0,-8.368914197E-3,-2.531369291E-3,7.372169495E-3,1.143658334E-2
4.037877958E0,-6.253574300E-3,1.040217837E-2,1.081442535E-2,1.625620811E-2
4.047909958E0,-3.978299350E-3,-2.633366659E-3,8.419405818E-3,9.677183475E-3
4.057941958E0,-7.076346064E-3,1.194439977E-3,2.488633454E-2,2.590040554E-2
4.067973958E0,6.115365308E-4,1.971333940E-3,1.111497223E-2,1.130498749E-2
4.078005958E0,1.160458518E-2,-1.086303033E-3,-1.088810027E-2,1.594983319E-2
4.088037958E0,-1.100834277E-3,4.879300464E-3,7.072792053E-3,8.662782264E-3
4.098069958E0,-9.099619724E-3,3.770577013E-3,1.755158722E-2,2.012656315E-2
4.108101958E0,-2.798312958E-3,8.492185380E-3,2.883262038E-3,9.394730860E-3
4.118133958E0,5.615227371E-3,6.186555158E-3,1.575532258E-2,1.783351992E-2
4.128165958E0,-3.655743180E-4,-3.719194606E-4,1.365909576E-2,1.366904773E-2
4.138197958E0,-8.544915388E-3,-4.594321791E-3,2.134233713E-3,9.933696455E-3
4.148229958E0,2.258532727E-3,2.826671954E-3,1.051797152E-2,1.112289392E-2
4.158262958E0,4.125621775E-4,1.112818329E-2,7.524781823E-3,1.343982933E-2
4.168294958E0,-4.506901349E-3,-2.014585063E-3,4.531007409E-3,6.700801511E-3
4.178327083E0,7.462116117E-3,-7.417923957E-4,4.681865573E-3,8.840435404E-3
4.188359083E0,5.042259623E-3,-1.512583327E-3,3.408926725E-4,5.275272338E-3
4.198391083E0,-9.275451894E-3,9.692618754E-3,1.740540683E-2,2.197564682E-2
4.208423083E0,3.131366707E-4,3.511746358E-3,1.650785923E-2,1.688016094E-2
4.218455083E0,-1.162321405E-3,-1.257297546E-3,1.126875401E-2,1.139809655E-2
4.228487083E0,-1.576706269E-3,7.084285486E-3,1.216688633E-2,1.416708250E-2
4.238519083E0,-7.716785199E-3,4.800015874E-4,6.927781105E-3,1.038139328E-2
4.248551083E0,-2.603755994E-3,-7.593358699E-3,5.879960060E-3,9.950506114E-3
4.258583083E0,-6.059085857E-3,6.139485072E-3,8.423498869E-3,1.205658043E-2
4.268615083E0,5.710130422E-3,3.482473735E-3,8.722291589E-3,1.099143227E-2
4.278647083E0,5.901060286E-3,-4.993924163E-3,-4.152692556E-3,8.775343100E-3
4.288679083E0,3.543668501E-3,-6.499691829E-3,-1.163654387E-2,1.379176325E-2
4.298711083E0,-1.695550927E-3,-2.312537245E-3,4.882425070E-4,2.908797381E-3
4.308743083E0,-1.046011149E-2,5.633061379E-3,1.500980258E-2,1.914260918E-2
4.318775083E0,-7.218666379E-3,1.275937373E-2,3.334667087E-3,1.503431963E-2
4.328807083E0,-5.996178039E-3,1.058188889E-2,1.066824496E-2,1.617844165E-2
4.338839083E0,-7.049668143E-3,7.023328263E-3,1.530801058E-2,1.825815294E-2
4.348871083E0,-6.135638701E-3,9.172764737E-3,1.021800935E-2,1.503972707E-2
4.358903083E0,-7.212307532E-3,8.054831922E-3,1.085827947E-3,1.086631122E-2
4.368935083E0,4.674721006E-3,5.714337677E-3,7.071622610E-3,1.022323422E-2
4.378967083E0,3.136473885E-3,1.038368655E-2,-4.005927444E-3,1.156312542E-2
4.388999083E0,4.082434606E-3,1.039923649E-2,3.478508592E-3,1.170087236E-2
4.399031083E0,-4.844806460E-3,8.862588219E-3,1.171138823E-2,1.546525893E-2
4.409063083E0,1.243747994E-2,7.565876786E-3,3.329989314E-3,1.493392874E-2
4.419095083E0,-3.034197860E-3,1.119420201E-2,1.590559602E-2,1.968513398E-2
4.429127083E0,-1.470561032E-3,5.074670557E-3,5.876451731E-3,7.902374071E-3
4.439159083E0,-5.962830638E-3,-6.480286382E-3,7.373923659E-3,1.148582652E-2
4.449191083E0,-9.398083538E-3,-1.025678370E-2,8.272640705E-3,1.618524545E-2
4.459223083E0,-7.226519007E-4,-5.214254558E-4,1.291299105E-2,1.294370303E-2
4.469255083E0,-3.060811828E-3,-5.176868923E-3,1.411108553E-2,1.533920715E-2
4.479287083E0,-1.034783581E-2,-8.816139400E-4,1.381229281E-2,1.728104111E-2
4.489319083E0,8.544883411E-4,-6.566806901E-3,1.156696200E-2,1.332845502E-2
4.499351083E0,3.982817237E-3,-1.261489268E-2,7.224234939E-3,1.507275426E-2
4.509383083E0,5.249209944E-3,3.959076628E-3,4.081356525E-3,7.738602191E-3
4.519415083E0,-9.301019758E-3,-8.900540303E-3,2.144466341E-2,2.501204060E-2
4.529447083E0,-5.767195593E-3,6.872269101E-3,2.114470124E-2,2.296926247E-2
4.539479083E0,1.387050916E-3,4.241223056E-3,1.381170809E-2,1.451465341E-2
4.549511083E0,1.160550338E-2,1.621505991E-4,1.081851840E-2,1.586676847E-2
4.559543083E0,8.257419672E-3,3.003952224E-3,2.137157321E-3,9.043016644E-3
4.569575083E0,5.924376058E-3,2.293003891E-3,6.627234221E-3,9.180214155E-3
4.579607083E0,3.180414797E-3,-1.093411054E-3,1.306267977E-2,1.348866890E-2
4.589639083E0,-1.308689089E-3,-7.025941238E-3,1.111848056E-2,1.321730409E-2
4.599671083E0,1.094804793E-2,-6.274976023E-4,-5.566549301E-4,1.098013531E-2
4.609703083E0,1.060573000E-2,1.251024580E-2,-4.598250389E-3,1.703325176E-2
4.619735083E0,1.113255043E-4,-4.483115058E-3,6.928950548E-3,8.253548915E-3
4.629767083E0,-9.355956176E-3,-2.340167167E-2,1.097171545E-2,2.748728238E-2
4.639799083E0,2.790469467E-3,-3.371193912E-3,1.681016028E-2,1.737046795E-2
4.649831083E0,5.843058648E-4,-5.475113466E-3,1.456482947E-2,1.557088752E-2
4.659863083E0,-5.394819318E-3,7.868853919E-3,1.242533326E-3,9.621165550E-3
4.669895083E0,1.574673448E-3,-1.410074327E-3,1.097230017E-2,1.117404480E-2
4.679927083E0,3.211880126E-3,-9.411459044E-4,9.924479127E-3,1.047364385E-2
4.689959083E0,-7.272232356E-3,-1.043808393E-2,1.905666053E-2,2.291277526E-2
4.699991083E0,1.427145456E-2,3.374775331E-3,9.475412965E-3,1.745986754E-2
4.710023083E0,-2.293990608E-3,1.818317788E-2,2.085175574E-2,2.776123319E-2
4.720055083E0,1.119226968E-2,9.262355044E-4,1.321821570E-2,1.734491393E-2
4.730087083E0,1.037351331E-2,5.198266078E-3,5.884053111E-3,1.300975902E-2
4.740119083E0,6.200506249E-3,4.392172582E-3,1.351934731E-2,1.550839158E-2
4.750151083E0,6.560895732E-4,4.873288795E-4,3.639891744E-3,3.730516703E-3
4.760183083E0,-1.110103028E-4,-7.090297155E-3,1.531502724E-2,1.687704643E-2
4.770215083E0,-3.017131300E-3,4.143592827E-3,5.734364390E-3,7.691253328E-3
4.780247083E0,1.052975274E-2,7.205907572E-3,6.630742550E-3,1.437941388E-2
4.790279083E0,-4.422605513E-3,6.465595253E-3,1.396548986E-2,1.601244106E-2
4.800311083E0,1.787283691E-4,-3.507415764E-4,1.202070594E-2,1.202714990E-2
4.810343083E0,1.425030408E-3,-3.831753507E-3,-3.097854853E-3,5.129303198E-3
4.820375083E0,4.078414645E-3,-1.491350625E-3,4.686543345E-3,6.389153405E-3
4.830407083E0,-1.166845688E-2,2.244252730E-3,5.884053111E-3,1.325939807E-2
4.840439083E0,-1.150022152E-2,5.352924932E-3,9.477167130E-3,1.583431707E-2
4.850471083E0,-7.290345021E-3,1.179796357E-2,9.449100494E-4,1.390086076E-2
4.860503083E0,-2.541953665E-3,1.121132338E-2,-3.696025014E-3,1.207542551E-2
4.870535083E0,1.009261399E-3,1.599103846E-3,1.292000771E-2,1.305765449E-2
4.880567083E0,-9.883128349E-3,-4.002272934E-3,-1.000458598E-3,1.070959066E-2
4.890599083E0,-8.401731695E-3,1.804596931E-4,1.381872475E-2,1.617339837E-2
4.900631083E0,4.014510973E-3,3.900988195E-3,4.388335347E-3,7.112769810E-3
4.910664083E0,-3.360705469E-3,3.862908203E-3,2.892032862E-3,5.880497862E-3
4.920696083E0,-4.671769990E-3,-6.986180171E-3,8.581373692E-3,1.201133309E-2
4.930728083E0,-9.628308518E-3,-3.612574283E-3,1.427071452E-2,1.759000599E-2
4.940760083E0,-6.947451504E-3,8.896849249E-3,5.739042163E-3,1.266323868E-2
4.950792083E0,3.898448311E-5,-1.200890187E-3,1.082962811E-2,1.089607737E-2
4.960824083E0,-7.774124458E-3,5.101768747E-3,4.242739677E-3,1.022085590E-2
4.970856083E0,-6.854238664E-3,-5.530424472E-3,7.535891533E-3,1.159119682E-2
4.980888083E0,-4.390715347E-3,1.114753392E-3,4.243909121E-3,6.207400503E-3
4.990920083E0,8.728623027E-3,5.407578126E-3,6.190447211E-3,1.198967880E-2
5.000952083E0,1.932765157E-3,-5.068183802E-3,5.441418886E-3,7.683170420E-3
5.010984083E0,4.020732776E-3,-1.424034555E-3,3.644569516E-3,5.610441465E-3
5.021016083E0,4.928458189E-3,5.097401608E-3,7.984372973E-3,1.067817471E-2
5.031048083E0,1.101277387E-3,3.978299350E-4,8.434608579E-3,8.515497778E-3
5.041080083E0,5.055173747E-3,-3.933440242E-3,3.045814633E-3,7.092511581E-3
5.051112083E0,1.212114100E-3,-5.946618319E-4,-4.738583565E-3,4.927171347E-3
5.061144083E0,6.778179179E-3,8.114893790E-3,3.643984795E-3,1.118364160E-2
5.071176083E0,5.249721576E-3,-2.356446180E-3,7.834684253E-3,9.720838059E-3
5.081208083E0,5.558523084E-3,-9.516343474E-3,1.053142011E-2,1.524364725E-2
5.091240083E0,2.095107618E-3,-1.316573694E-3,5.442588329E-3,5.978679616E-3
5.101272083E0,1.461995775E-3,4.313966073E-3,8.886013627E-3,9.985438053E-3
5.111304083E0,4.713266948E-4,1.801892594E-3,5.143795609E-3,5.470612310E-3
5.121336083E0,1.923108115E-3,7.449900918E-4,-5.185310841E-3,5.580394571E-3
5.131368083E0,-1.012480108E-2,-1.176136365E-2,5.743135214E-3,1.654765464E-2
5.141400083E0,-4.027137305E-3,9.967675433E-5,1.307729781E-2,1.368369425E-2
5.151432083E0,-9.483279297E-3,-2.542552091E-3,7.987296581E-3,1.265677937E-2
5.161464083E0,1.010503932E-3,8.553380147E-5,1.277850509E-2,1.281868271E-2
5.171496083E0,-4.303089338E-3,3.317399528E-3,6.192786098E-3,8.238465702E-3
5.181528000E0,3.008931493E-3,-5.566019397E-3,-4.135150909E-3,7.558684654E-3
5.191560000E0,-4.408069700E-4,5.053255130E-3,7.540569305E-3,9.087897647E-3
5.201592000E0,2.737278077E-3,-1.879021022E-3,6.640098095E-3,7.423901534E-3
5.211624000E0,-5.213674405E-3,-1.707953420E-3,1.996239424E-2,2.070257688E-2
5.221656000E0,7.400930487E-4,9.066930134E-3,2.897295356E-3,9.547317956E-3
5.231688000E0,7.242946029E-3,7.319160830E-3,8.733986020E-3,1.350232922E-2
5.241720000E0,-4.913520380E-3,1.806588639E-3,9.495878220E-4,5.320541520E-3
5.251752000E0,-1.546382060E-2,3.481432199E-3,1.262530804E-2,2.026446448E-2
5.261784000E0,-3.638754277E-3,-6.866421886E-3,1.517060101E-2,1.704509951E-2
5.271816000E0,-6.210085633E-3,6.382784061E-4,1.097873211E-2,1.262953371E-2
5.281848000E0,-8.928182102E-3,-1.088303877E-2,8.733401299E-3,1.656578603E-2
5.291880000E0,4.663474252E-4,-1.608844941E-2,-6.685706377E-3,1.742854998E-2
5.301912000E0,4.984956910E-3,6.588277146E-3,1.292293131E-2,1.533810108E-2
5.311944000E0,9.349652147E-4,-8.811735716E-3,2.564588785E-2,2.713360297E-2
5.321976000E0,8.511307603E-4,2.956005055E-3,1.202538371E-2,1.241258405E-2
5.332008000E0,2.453167350E-3,-1.107663643E-2,-2.490913868E-4,1.134777296E-2
5.342040000E0,3.373729228E-3,-5.302565787E-3,1.411985636E-2,1.545540670E-2
5.352072000E0,5.937244501E-3,-2.170431633E-3,6.484562159E-4,6.354694422E-3
5.362104000E0,2.794932537E-3,6.251587160E-4,5.139702559E-3,5.883792459E-3
5.372136000E0,3.343638908E-3,-1.084521459E-2,9.929156899E-3,1.507934871E-2
5.382168000E0,-6.833586115E-3,9.603942074E-3,3.194333911E-3,1.221218128E-2
5.392200000E0,-1.668566940E-3,-1.049757935E-3,1.756445110E-2,1.767472913E-2
5.402232000E0,-1.403541891E-3,1.189634297E-3,7.385618091E-3,7.611341155E-3
5.412264000E0,5.345588503E-4,1.015049228E-2,7.984372973E-3,1.292549645E-2
5.422296000E0,3.670740374E-3,1.056356153E-2,8.883090019E-3,1.428189257E-2
5.432328000E0,-8.272302663E-3,3.732442204E-3,1.427129924E-2,1.691248350E-2
5.442360000E0,-2.164365146E-3,-3.740262855E-3,1.322289348E-2,1.391110904E-2
5.452392000E0,-4.826862817E-3,-3.897845317E-3,1.980744302E-2,2.075636292E-2
5.462424000E0,1.244165522E-2,-2.656919975E-3,-9.681819677E-3,1.598723367E-2
5.472456000E0,-3.604132365E-3,-1.059552021E-3,9.326893687E-3,1.005501698E-2
5.482488000E0,-9.044920849E-3,-1.567309611E-3,1.247094154E-2,1.548520053E-2
5.492520000E0,-3.843470779E-3,2.878584266E-3,1.217214882E-2,1.308509541E-2
5.502552000E0,6.225640140E-4,4.036223330E-4,1.651195228E-2,1.652861353E-2
5.512584000E0,4.165451364E-3,-2.697941847E-4,5.733779669E-3,7.092249520E-3
5.522616000E0,2.268747082E-3,4.765042216E-3,-4.294195175E-3,6.803892477E-3
5.532648000E0,4.932336537E-3,7.175812684E-3,3.039967418E-3,9.222886386E-3
5.542680000E0,1.266424684E-4,6.424043477E-3,-2.797892690E-3,7.008036559E-3
5.552712000E0,-8.537875889E-3,9.346280862E-3,1.666047156E-2,2.092413925E-2
5.562744000E0,-4.707602458E-3,-3.696353920E-4,1.725864172E-2,1.789298369E-2
5.572776000E0,-1.095586401E-2,4.940860681E-3,5.583506227E-3,1.325211690E-2
5.582808000E0,-1.877193768E-2,-3.236781042E-3,1.860759437E-2,2.662902484E-2
5.592840000E0,-5.347159943E-3,-4.976473879E-3,-1.601552367E-3,7.478126885E-3
5.602872000E0,4.703961653E-3,-1.833193470E-3,6.331365108E-3,8.097779798E-3
5.612904000E0,-2.386088823E-3,-7.415237892E-3,2.204926550E-2,2.338480879E-2
5.622936000E0,8.830985846E-4,1.948328800E-3,5.584675670E-3,5.980338666E-3
5.632968000E0,6.726874430E-3,1.049045306E-3,9.177204967E-3,1.142682925E-2
5.643000000E0,2.297521778E-3,-1.959255785E-3,1.543664932E-3,3.391193149E-3
5.653032000E0,1.450342457E-3,-3.917013220E-3,6.782770157E-3,7.965705042E-3
5.663064000E0,-6.393665364E-3,7.009313218E-3,-2.496761084E-4,9.490614666E-3
5.673097000E0,2.839535829E-3,8.866206184E-4,1.993900537E-4,2.981411786E-3
5.683129000E0,-1.789796166E-3,-8.211263213E-3,9.329817295E-3,1.255681905E-2
5.693161000E0,-9.550892296E-3,-2.489269339E-3,1.831055582E-2,2.080126101E-2
5.703193000E0,-4.532688484E-3,2.537527140E-3,5.136194229E-3,7.305121494E-3
5.713225000E0,-4.136745189E-3,-8.311013058E-3,-3.846883178E-3,1.004908498E-2
5.723257000E0,-6.708446564E-4,-6.667031832E-3,4.386581182E-3,8.008835151E-3
5.733289000E0,6.061845012E-3,-5.009236559E-3,-3.248128295E-3,8.508158043E-3
5.743321000E0,-1.040940060E-2,-5.365624353E-3,1.366786659E-2,1.799878114E-2
5.753353000E0,-1.917320285E-3,-1.051859278E-2,1.261829138E-2,1.653898995E-2
5.763385000E0,-5.804873588E-3,6.317569334E-3,1.441338658E-2,1.677360881E-2
5.773417000E0,-8.040286973E-4,9.857418872E-3,1.186984777E-2,1.545019272E-2
5.783449000E0,-3.646606905E-3,-1.771176439E-3,2.439458370E-3,4.731359745E-3
5.793481000E0,-4.650322585E-3,6.855549719E-3,1.411634803E-2,1.636750878E-2
5.803513000E0,-6.650787536E-3,-1.097796466E-3,9.775375128E-3,1.187417748E-2
5.813545000E0,-1.003086191E-2,4.718008675E-3,1.202070594E-2,1.635161055E-2
5.823577000E0,-7.788993744E-3,-1.530399062E-3,9.774790406E-3,1.259194474E-2
5.833609000E0,5.314936303E-4,-3.196782432E-4,7.828837037E-3,7.853366731E-3
5.843641000E0,-4.423665321E-3,-2.218287438E-4,2.741174698E-3,5.208844554E-3
5.853673000E0,-5.873660599E-3,-8.574923482E-3,1.244287491E-3,1.046792496E-2
5.863705000E0,-7.144287969E-3,6.027529165E-3,2.739420533E-3,9.740450877E-3
5.873737000E0,-6.582334000E-3,-4.333535973E-3,2.440043092E-3,8.249876678E-3
5.883769000E0,-9.570443924E-3,-3.182657752E-3,1.097346961E-2,1.490435314E-2
5.893801000E0,5.138058029E-4,-2.852344885E-5,6.333119273E-3,6.353991637E-3
5.903833000E0,-8.525418579E-3,4.275045544E-4,1.243702769E-3,8.626257512E-3
5.913865000E0,-1.591817667E-3,-1.556327809E-3,7.082732320E-3,7.424361040E-3
5.923897000E0,-5.328549352E-4,7.990567368E-3,1.337024331E-2,1.558513739E-2
5.933929000E0,2.637647004E-3,3.260644991E-3,4.989429116E-3,6.517928381E-3
5.943961000E0,-4.275698788E-3,-7.369337250E-3,2.294447422E-3,8.823447206E-3
5.953993000E0,4.606130426E-3,-7.514202017E-3,1.142604411E-2,1.443032063E-2
5.964025000E0,-7.080233549E-3,3.487626594E-3,7.383279204E-3,1.080768514E-2
5.974057000E0,5.045110141E-3,-4.902396966E-3,1.307145059E-2,1.484417235E-2
5.984089000E0,-1.988551249E-3,-5.346291997E-3,-4.743846059E-3,7.418979014E-3
5.994121000E0,-1.172238830E-2,8.087612875E-4,2.249891639E-2,2.538246877E-2
6.004153000E0,9.570370833E-3,1.695288716E-2,1.681132972E-2,2.572184262E-2
6.014185000E0,3.591638510E-3,1.223913599E-3,1.243702769E-3,3.993072534E-3
6.024217000E0,8.644112488E-3,-3.868974689E-3,9.027516246E-3,1.308379515E-2
6.034249000E0,-9.904178325E-3,2.630680595E-3,8.577865362E-3,1.336386931E-2
6.044281000E0,5.890133302E-3,-1.138599068E-3,2.740005255E-3,6.595279141E-3
6.054313000E0,-7.182240053E-3,9.814551473E-4,1.306794226E-2,1.494385965E-2
6.064345000E0,4.887998197E-3,-1.871547550E-3,1.531268835E-2,1.618251035E-2
6.074377000E0,-3.176545585E-3,1.646334730E-2,1.531444252E-2,2.270824511E-2
6.084409000E0,3.540278943E-3,4.857665766E-3,1.544249654E-3,6.206061447E-3
6.094441000E0,-1.218386153E-3,1.316792965E-3,7.680317760E-3,7.887058350E-3
6.104473000E0,4.137594863E-3,5.176028386E-3,2.589147091E-3,7.114396936E-3
6.114505000E0,7.969567641E-3,1.608550753E-3,2.070089757E-2,2.224024740E-2
6.124537000E0,9.012829685E-3,-7.564835250E-5,1.157047033E-2,1.466671761E-2
6.134569000E0,-7.602732517E-3,-2.742837500E-3,9.419864416E-4,8.137077960E-3
